#{"t_start": 1776603862.111948, "env_id": "None"}
r,l,t
60.124505,85,2427.346846
60.243998,126,2428.195167
64.722981,98,2428.849432
62.034632,99,2429.510876
64.76781,94,2430.14163
63.675884,98,2430.806788
58.682202,116,2431.598321
64.128373,84,2432.170126
63.277408,85,2432.741972
64.29185,100,2433.409795
59.799817,128,2434.264424
63.179592,91,2434.872079
26.938167,150,2435.874344
64.994307,82,2436.428158
65.288736,107,2437.145442
61.741064,85,2437.724409
65.275288,114,2438.500545
61.58416,79,2439.038642
62.921846,93,2439.673025
61.94391,80,2440.217481
62.828375,81,2440.766484
61.389803,83,2441.331377
65.326505,95,2441.979548
64.299424,87,2442.571626
65.033612,99,2443.244843
60.42938,86,2443.830176
62.093372,93,2444.464617
64.347648,92,2445.090508
65.161873,102,2445.784868
63.931951,109,2446.525744
63.419539,97,2447.180778
61.902006,84,2447.752275
61.052606,110,2448.500754
63.434127,86,2449.076565
61.949522,82,2449.625019
58.401739,121,2450.433439
63.409504,83,2450.989504
63.958428,91,2451.605773
60.909191,78,2452.129502
61.60721,92,2452.745156
63.916276,85,2453.324187
61.276694,113,2454.093093
63.820171,97,2454.750983
64.281496,84,2455.322602
64.467859,112,2456.078923
64.349143,102,2456.773025
65.930112,94,2457.413505
65.323675,106,2458.13599
63.46648,97,2458.796229
64.964625,118,2459.599866
64.668196,115,2460.384127
63.166328,94,2461.023624
64.000566,113,2461.787562
63.908025,106,2462.508032
60.678242,81,2463.060149
65.377402,95,2463.707028
61.894994,97,2464.367173
63.788617,88,2464.965385
66.332151,122,2465.795973
53.07096,136,2466.718805
63.890428,83,2467.279827
63.960316,95,2467.926232
63.98263,88,2468.52577
61.824989,77,2469.04798
64.786685,95,2469.694726
65.456805,88,2470.293754
63.008273,110,2471.042145
62.203891,122,2471.872778
64.039336,97,2472.528294
65.378356,98,2473.195327
65.946805,104,2473.905604
60.086815,95,2474.552641
66.590208,93,2475.186156
64.192799,95,2475.831285
61.74649,82,2476.389995
63.503612,95,2477.036371
59.622658,85,2477.605962
62.403095,97,2478.266275
63.603318,95,2478.913304
67.491279,119,2479.723454
64.792202,89,2480.329442
60.104046,96,2480.972648
61.609773,128,2481.843269
64.536348,102,2482.525236
33.46817,150,2483.547725
64.686971,79,2484.085132
59.527345,136,2485.003577
66.011011,101,2485.696807
62.876925,119,2486.502351
64.292166,90,2487.115134
64.026429,88,2487.710987
60.723835,118,2488.51407
64.902222,85,2489.089577
62.991023,127,2489.944519
53.151601,145,2490.932029
65.690076,118,2492.095326
59.963634,82,2492.654856
63.839911,88,2493.25023
62.326614,88,2493.838517
66.43955,93,2494.470601
64.340432,88,2495.06682
65.282587,112,2495.828569
62.172886,90,2496.442599
63.800958,82,2497.000796
62.778094,80,2497.545841
65.955464,88,2498.145147
65.155271,108,2498.880274
64.112488,85,2499.454103
66.123164,86,2500.039622
64.249518,85,2500.618892
64.543931,104,2501.32922
64.516241,121,2502.154029
64.597297,109,2502.896663
64.97679,92,2503.520549
64.791483,108,2504.249885
59.657896,136,2505.176129
65.883015,98,2505.843549
61.429033,121,2506.66431
63.934743,82,2507.223722
64.420447,107,2507.94793
61.52763,108,2508.67681
64.542613,86,2509.258897
66.416512,89,2509.860879
65.16605,90,2510.472101
62.829555,94,2511.100294
59.097682,134,2511.995075
63.195878,105,2512.697162
67.207313,85,2513.268443
61.005486,120,2514.085557
62.227162,82,2514.643698
65.802239,99,2515.310633
63.777149,103,2516.011465
59.643373,128,2516.88281
63.928177,90,2517.512999
62.665618,123,2518.376103
65.035464,91,2519.011285
61.853273,83,2519.593381
64.617612,104,2520.318238
60.481632,127,2521.209369
64.855199,111,2521.986451
64.340042,90,2522.61662
62.178621,81,2523.181707
65.101453,87,2523.789666
63.723252,115,2524.592926
62.703192,94,2525.251436
63.257639,102,2525.965275
50.938573,147,2526.996412
60.343269,113,2527.789567
64.879297,86,2528.39296
63.314669,119,2529.225573
64.685744,95,2529.892638
63.306845,95,2530.558644
65.606248,91,2531.19692
64.790387,109,2531.959852
65.107149,87,2532.571042
60.829203,78,2533.118175
58.360595,129,2534.026166
61.929756,81,2534.594113
61.080068,78,2535.142123
65.038379,105,2535.880256
64.177827,91,2536.51895
61.212105,101,2537.225849
62.708878,91,2537.866298
63.760841,101,2538.573226
62.310002,85,2539.168728
58.607038,128,2540.064195
67.820603,108,2540.822037
62.06256,81,2541.387687
64.076575,91,2542.021196
64.053415,83,2542.603301
65.370604,87,2543.216358
65.653678,103,2543.936697
60.065471,118,2544.763604
62.951776,99,2545.455651
60.113575,80,2546.013767
64.080506,122,2546.869467
61.451739,78,2547.416689
60.434756,116,2548.227715
64.137929,92,2548.874663
61.042931,84,2549.46278
66.226679,82,2550.039775
63.13965,108,2550.799539
67.885071,93,2551.452974
62.739018,106,2552.197865
66.977472,100,2552.899567
57.579116,128,2553.796708
59.475549,99,2554.492864
64.210678,109,2555.255272
60.607497,111,2556.031783
64.001653,89,2556.655744
62.291303,119,2557.490292
65.427072,109,2558.252022
61.004435,132,2559.171976
64.700184,119,2560.006299
62.634813,110,2560.779146
64.308243,91,2561.90619
67.255587,99,2562.59864
63.324076,88,2563.213413
60.79392,122,2564.069517
63.37756,106,2564.812344
61.426861,82,2565.3864
57.019729,141,2566.344342
64.589285,83,2566.898874
65.066486,97,2567.546727
65.810195,90,2568.147854
64.601121,96,2568.788438
62.684991,82,2569.339614
61.954737,83,2569.895069
65.346183,90,2570.501866
27.951655,150,2571.511538
66.705378,103,2572.210792
61.916604,84,2572.782709
66.490464,90,2573.396399
65.528656,99,2574.070216
66.38381,89,2574.676691
65.574569,99,2575.350308
59.0565,135,2576.269669
63.571743,99,2576.944342
62.720113,83,2577.507532
62.991568,120,2578.316136
63.200252,114,2579.089432
64.516363,101,2579.775875
63.898673,88,2580.376904
65.95118,115,2581.161231
62.523356,79,2581.699533
59.97156,119,2582.510275
62.379445,111,2583.2665
62.234989,85,2583.845217
65.121152,97,2584.503022
64.149161,87,2585.096735
60.709112,104,2585.806769
31.012568,150,2586.827243
66.444304,91,2587.447825
66.602445,109,2588.188918
62.594184,85,2588.768739
65.751733,104,2589.477288
63.773151,82,2590.035347
61.918988,91,2590.654349
65.919841,90,2591.26745
64.576748,98,2591.934953
65.830394,118,2592.740296
65.49213,93,2593.371861
67.038989,109,2594.112756
64.757694,83,2594.679703
62.660004,80,2595.226311
64.533004,116,2596.01832
57.227404,142,2596.989485
57.542685,83,2597.54696
64.063262,114,2598.310328
63.454578,87,2598.892866
64.598621,86,2599.467507
62.86592,83,2600.021562
65.144229,98,2600.675674
63.71344,95,2601.310409
64.698261,94,2601.938139
67.803032,106,2602.64815
61.693733,104,2603.356358
61.169061,84,2603.92713
65.491571,90,2604.556082
63.077621,92,2605.198894
30.473271,150,2606.249359
55.075367,150,2607.30245
65.955204,86,2607.904415
50.418819,150,2608.955826
67.383317,89,2609.58074
64.793397,89,2610.205767
62.123845,86,2610.800677
59.839885,79,2611.35384
66.460979,102,2612.068875
63.610826,86,2612.67101
59.050347,129,2613.577694
64.870438,95,2614.244596
61.698558,128,2615.140754
66.54093,105,2615.876649
62.226213,97,2616.557919
63.819214,87,2617.167068
67.735944,115,2617.971797
61.665687,82,2618.544918
65.617521,97,2619.223638
64.388833,81,2619.789258
47.928606,150,2620.837979
62.455849,102,2621.553093
29.828441,150,2622.604927
61.609167,77,2623.147049
60.989749,79,2623.700213
61.905792,82,2624.273232
61.373626,99,2624.966371
65.85191,90,2625.593948
59.643049,84,2626.17792
62.653304,83,2626.761235
63.543977,97,2627.441428
64.219013,112,2628.225503
62.52302,83,2628.805982
64.726079,108,2629.561509
62.656525,81,2630.130493
64.306566,104,2631.420044
62.422416,130,2632.331934
63.90974,121,2633.179834
53.98016,150,2634.233849
63.626639,87,2634.846651
60.13613,117,2635.668075
63.085564,83,2636.253043
63.873806,87,2636.866598
63.158307,94,2637.525115
60.471991,106,2638.269694
65.127299,86,2638.875345
63.370587,84,2639.466753
60.513991,131,2640.389871
64.445784,107,2641.142879
59.055089,129,2642.048332
64.555736,98,2642.73711
64.24433,111,2643.517449
64.5097,115,2644.328401
32.813093,150,2645.383201
64.649325,115,2646.194471
66.075402,102,2646.912311
63.215157,94,2647.572132
65.736507,108,2648.329286
59.449532,133,2649.266679
61.501067,124,2650.137297
63.716282,94,2650.797464
63.963059,110,2651.569893
63.82604,82,2652.147018
66.002234,107,2652.898583
59.773218,79,2653.452426
63.561741,93,2654.106014
64.102692,87,2654.717131
63.428323,87,2655.329997
61.408234,78,2655.87856
66.048917,102,2656.593701
65.479909,98,2657.286019
62.474844,87,2657.900035
63.255512,95,2658.568221
62.330269,88,2659.185618
52.504743,147,2660.22245
65.333388,99,2660.918282
64.662582,96,2661.593981
65.393484,93,2662.248178
63.997239,91,2662.888467
60.117754,84,2663.479962
64.146721,86,2664.081829
63.622451,114,2664.8815
62.853268,92,2665.529977
63.964891,85,2666.126123
61.353638,122,2666.984204
63.824098,91,2667.622234
63.222249,117,2668.446211
65.777878,91,2669.088673
62.342791,81,2669.659721
21.064659,150,2670.714771
66.771141,105,2671.452471
61.161037,106,2672.196376
62.800854,114,2672.998011
60.855713,94,2673.658556
65.830059,94,2674.320308
63.302443,97,2675.002947
63.227964,95,2675.671106
52.387828,150,2676.72568
63.7461,89,2677.354217
63.337362,79,2677.910807
65.055747,88,2678.533039
64.362753,118,2679.361651
64.449434,93,2680.016076
61.319524,135,2680.963101
64.675059,83,2681.547316
59.795836,123,2682.41271
63.037767,101,2683.119743
66.070558,86,2683.726448
62.446416,90,2684.360971
65.799107,90,2684.993055
64.207444,90,2685.627231
64.882065,85,2686.22195
63.526022,90,2686.852149
62.76681,121,2687.699159
62.264344,79,2688.256556
58.92101,137,2689.222347
62.055884,116,2690.040513
61.338895,84,2690.628258
66.414365,99,2691.324499
62.851279,84,2691.913247
63.71679,85,2692.509472
64.602251,82,2693.085303
61.260385,78,2693.633334
62.934686,88,2694.251372
63.346456,107,2695.002683
61.127173,123,2695.867057
65.732861,110,2696.641052
64.566841,87,2697.251958
66.948583,99,2697.947406
65.661558,91,2698.585992
55.074691,140,2699.57289
65.265203,90,2700.20174
63.039129,118,2701.030805
62.05223,119,2702.223691
62.599475,88,2702.842328
63.679135,85,2703.442153
62.740001,81,2704.013398
63.053084,80,2704.577072
62.885041,86,2705.183779
62.147333,94,2705.842079
57.335806,139,2706.81791
59.476735,84,2707.409312
64.093731,116,2708.226489
62.385964,80,2708.788391
64.584592,104,2709.518383
64.156513,86,2710.122488
63.378784,91,2710.76253
65.17515,90,2711.395145
55.519764,98,2712.08526
63.787427,77,2712.627138
65.719488,92,2713.274302
61.538166,103,2713.99866
62.577044,93,2714.648537
56.415935,136,2715.604632
66.163975,115,2716.414061
66.326526,103,2717.137815
62.659811,96,2717.812715
61.972583,91,2718.450516
63.896902,89,2719.074717
60.895709,86,2719.682094
62.929016,121,2720.532709
62.652218,128,2721.431134
63.189481,83,2722.015726
65.087321,111,2722.79896
63.986876,97,2723.480296
61.516297,85,2724.078218
63.977011,81,2724.643234
63.788515,93,2725.29386
61.980828,82,2725.870398
44.935616,150,2726.926423
67.913575,94,2727.586073
61.631343,126,2728.469898
61.488682,112,2729.257408
65.745718,89,2729.882494
62.653173,110,2730.658153
65.647301,114,2731.457935
64.884337,102,2732.173349
63.932595,105,2732.910378
61.829763,82,2733.488181
57.824847,120,2734.331502
61.219261,119,2735.167204
62.573183,83,2735.751296
62.517174,80,2736.312226
65.332542,88,2736.931349
63.114649,107,2737.68232
63.360313,103,2738.405735
62.454525,116,2739.220773
63.562716,87,2739.829411
64.885528,107,2740.582462
64.523978,88,2741.199974
62.759978,115,2742.009449
64.346647,114,2742.812851
64.569863,90,2743.447578
60.506917,127,2744.340677
62.220408,81,2744.911702
63.454839,96,2745.589975
63.419691,84,2746.180611
65.770105,87,2746.790145
61.355438,96,2747.466778
65.772485,81,2748.037072
63.354025,81,2748.606237
65.327913,87,2749.216922
64.110395,83,2749.802919
62.570415,130,2750.715355
63.865984,106,2751.460171
52.807931,150,2752.513503
60.50164,127,2753.407353
65.080049,85,2754.005246
64.089037,84,2754.596128
63.004092,87,2755.205306
63.913984,91,2755.8445
66.431627,102,2756.561178
51.785692,139,2757.537135
66.256167,90,2758.170463
64.515449,90,2758.802369
64.022269,81,2759.371632
59.438643,79,2759.924895
65.006699,100,2760.627934
64.352472,113,2761.425607
61.549659,83,2762.009816
62.892795,83,2762.592495
66.62466,90,2763.223582
65.968992,89,2763.847595
62.428346,98,2764.536556
66.35981,108,2765.295859
59.903407,135,2766.244997
63.795353,94,2766.908025
58.020824,132,2767.836271
66.602172,89,2768.465629
63.608252,86,2769.072844
63.936146,100,2769.777802
64.246773,82,2770.35417
64.299929,84,2770.9448
59.626488,79,2771.501003
67.592995,90,2772.626038
65.794481,110,2773.399372
34.97745,150,2774.454215
59.531258,133,2775.387972
65.401651,98,2776.078099
51.95182,145,2777.096499
62.474638,115,2777.903367
62.596168,94,2778.562642
62.428488,84,2779.155674
65.712482,88,2779.776565
63.043577,124,2780.647825
65.716889,96,2781.322276
65.385278,84,2781.91186
63.108172,88,2782.531605
64.799162,81,2783.10372
63.538207,108,2783.862646
50.596151,150,2784.913487
66.222226,90,2785.545593
63.385426,79,2786.100992
65.379486,80,2786.664535
64.425628,85,2787.263512
55.919661,136,2788.22108
28.154701,150,2789.274816
62.324485,113,2790.068811
65.291408,80,2790.633901
60.74662,125,2791.51116
62.657862,82,2792.089092
62.36293,81,2792.658762
62.474059,82,2793.237078
63.900916,89,2793.863001
62.758856,100,2794.564007
63.327029,80,2795.127
63.981411,91,2795.770276
60.43083,89,2796.394216
66.576239,122,2797.25434
62.804905,81,2797.825358
61.34316,125,2798.708249
63.458654,83,2799.293273
64.388387,82,2799.870605
65.832321,98,2800.557183
63.038225,129,2801.466803
64.930863,84,2802.056426
62.098062,109,2802.822927
60.314114,111,2803.604591
61.620779,83,2804.188911
64.644822,86,2804.792604
57.190461,146,2805.825732
64.208362,85,2806.421755
65.589606,89,2807.047406
66.317104,94,2807.707619
62.996162,114,2808.507869
68.123552,89,2809.131945
62.902016,79,2809.687683
65.314483,119,2810.524636
64.835337,112,2811.312886
65.769555,100,2812.013089
66.329058,87,2812.625005
65.048121,99,2813.317796
63.370342,82,2813.893014
62.151623,85,2814.487003
63.484581,84,2815.076704
63.589269,97,2815.761944
65.670787,85,2816.362197
62.479236,80,2816.926915
64.809168,85,2817.525759
64.901609,94,2818.188311
63.74836,81,2818.757423
62.404396,82,2819.332628
65.301486,93,2819.98633
60.983734,123,2820.848314
63.405395,113,2821.640308
66.270439,92,2822.286256
60.796775,121,2823.137648
61.561377,85,2823.736372
63.361503,83,2824.321384
64.524979,86,2824.927377
63.573288,101,2825.638187
64.196469,102,2826.353583
60.549453,79,2826.908321
59.909559,113,2827.703603
65.449883,86,2828.313135
64.135609,116,2829.128154
64.446839,82,2829.705711
62.158822,109,2830.472818
64.255326,85,2831.073183
65.247347,81,2831.643598
64.789912,103,2832.369786
62.051784,76,2832.901632
64.613322,93,2833.558038
63.841666,104,2834.287352
67.23607,96,2834.963016
61.921197,80,2835.529171
63.986261,86,2836.13496
65.396609,108,2836.896838
62.575213,98,2837.585238
64.068744,86,2838.190235
63.91786,93,2838.846552
61.687431,96,2839.520913
65.309419,94,2840.182182
64.796413,98,2840.872169
63.384165,90,2841.50331
62.632524,81,2842.073484
64.998281,98,2843.325528
63.061039,91,2843.964178
62.096025,130,2844.880789
60.784875,84,2845.471476
63.696895,87,2846.084702
67.184196,92,2846.731255
65.195836,99,2847.427044
59.944747,104,2848.158726
62.07504,78,2848.707644
64.982577,79,2849.262451
62.663513,104,2849.995594
62.290137,102,2850.713024
64.192593,83,2851.297693
63.305204,79,2851.850494
63.829544,96,2852.526906
62.04265,81,2853.098162
61.808264,107,2853.849588
64.098108,82,2854.427615
62.793847,80,2854.991857
61.69224,77,2855.533676
67.397471,102,2856.251631
65.251882,83,2856.837281
63.831789,120,2857.684162
67.333676,92,2858.333271
62.871308,91,2858.972064
60.677827,120,2859.819219
65.627875,86,2860.424574
66.432207,91,2861.064925
64.841658,85,2861.663899
63.306746,77,2862.206601
56.578291,148,2863.247998
66.092996,102,2863.96146
63.772122,84,2864.553642
62.420892,77,2865.092631
61.409234,95,2865.758274
36.018829,150,2866.809978
62.668996,122,2867.665165
60.008186,85,2868.260557
61.240175,89,2868.886576
65.032443,87,2869.497245
62.602258,83,2870.079484
66.031746,83,2870.664292
63.463685,86,2871.26988
58.883492,118,2872.096955
65.520027,109,2872.861013
61.873515,80,2873.42345
62.993454,100,2874.127681
66.947858,94,2874.790147
61.097115,80,2875.352856
65.503168,84,2875.943933
64.240244,98,2876.635545
62.149449,111,2877.416883
64.299727,101,2878.12567
62.002262,103,2878.848682
64.917701,87,2879.461206
67.662304,92,2880.108908
66.750465,88,2880.727972
35.502864,150,2881.781911
67.17597,108,2882.54214
65.249296,98,2883.232521
62.617669,97,2883.916557
66.91966,104,2884.647254
61.832239,90,2885.279949
64.143608,79,2885.83502
65.190531,95,2886.503264
60.333694,95,2887.17069
63.808722,95,2887.839555
60.039581,141,2888.829321
64.452877,110,2889.599539
62.273175,87,2890.207518
65.130254,109,2890.973973
64.413828,87,2891.584898
63.513087,95,2892.248752
62.316112,99,2892.942285
65.387934,83,2893.525627
64.822139,91,2894.165459
62.71505,120,2895.007923
58.02509,131,2895.927646
61.967383,90,2896.560775
64.897107,100,2897.265461
65.586895,88,2897.883493
63.982593,82,2898.458723
67.18263,100,2899.160634
60.625744,129,2900.068876
65.168197,110,2900.842902
66.448385,90,2901.472923
62.762476,121,2902.324779
64.563986,79,2902.881974
57.903298,139,2903.858227
62.870333,116,2904.672893
63.960973,123,2905.539042
63.738234,81,2906.109313
62.492208,101,2906.816158
65.490486,86,2907.420468
63.639128,89,2908.04514
65.081498,84,2908.635987
65.146233,89,2909.25935
57.411135,133,2910.194468
63.400252,79,2910.748208
65.283392,83,2911.33032
63.348571,84,2911.919343
63.340653,86,2912.522228
65.859714,109,2913.288497
66.822369,103,2914.400985
65.395685,104,2915.122365
58.33085,126,2916.002625
61.269961,80,2916.564824
64.882326,94,2917.226388
62.548668,91,2917.862518
64.835025,85,2918.459074
67.002474,109,2919.22568
64.157629,119,2920.061726
63.285842,96,2920.736758
64.591953,102,2921.451971
57.155158,133,2922.387899
64.107128,91,2923.027061
61.928241,79,2923.581805
67.184585,97,2924.264235
63.90367,94,2924.924067
66.275995,86,2925.526084
59.968485,73,2926.038972
62.111508,92,2926.684791
64.910827,88,2927.302315
63.89435,80,2927.862032
62.348018,84,2928.450064
62.552847,91,2929.088438
61.741196,88,2929.705078
64.024506,89,2930.329846
63.144286,88,2930.945134
63.983702,95,2931.609972
64.43994,84,2932.199441
62.617004,94,2932.855126
60.781731,79,2933.408343
63.171773,83,2933.988125
66.13025,81,2934.556441
64.304407,83,2935.137431
63.568568,114,2935.935421
65.032277,85,2936.529516
62.827325,76,2937.060793
62.555036,78,2937.606385
64.022073,85,2938.199062
65.215214,86,2938.801432
65.916491,83,2939.38541
61.713891,86,2939.988791
61.87287,77,2940.529763
61.557971,74,2941.048764
61.066601,105,2941.785949
58.268933,128,2942.68558
65.992416,108,2943.443616
62.787123,131,2944.363165
63.319319,82,2944.937727
61.43319,126,2945.820772
62.389598,84,2946.408945
64.998155,117,2947.230843
64.877748,85,2947.829825
63.034043,88,2948.446758
66.674255,87,2949.057238
64.417657,89,2949.680956
62.728187,83,2950.262916
64.051943,106,2951.006288
60.190579,121,2951.852338
63.800752,128,2952.750088
63.635125,82,2953.327123
67.768139,104,2954.057333
60.906288,81,2954.626121
61.746984,79,2955.180387
65.763804,81,2955.747175
66.468667,94,2956.406212
60.651561,75,2956.93154
63.708037,101,2957.636432
65.473114,101,2958.344326
63.54326,100,2959.043464
64.166699,80,2959.603525
60.141025,107,2960.354081
65.802917,112,2961.140353
63.845915,82,2961.716469
64.52621,99,2962.410569
65.086924,94,2963.071717
64.49326,89,2963.697781
65.438434,83,2964.279972
61.947936,100,2964.98204
67.139715,110,2965.754597
63.060106,104,2966.48608
62.343798,78,2967.035707
62.027967,81,2967.602824
65.459221,100,2968.303689
62.895252,98,2968.993757
62.732485,93,2969.647918
65.907835,83,2970.229981
61.669505,78,2970.777856
65.57544,84,2971.368911
65.131599,95,2972.03284
61.970717,79,2972.587981
64.140479,80,2973.15021
66.681074,90,2973.78338
65.943529,86,2974.38526
63.594052,83,2974.966047
65.761894,80,2975.525145
66.249863,83,2976.107152
59.93964,82,2976.679508
66.337854,83,2977.263303
66.020896,97,2977.945678
63.533303,87,2978.55638
64.683586,88,2979.174208
64.383587,101,2979.885197
66.730867,86,2980.488497
64.569334,107,2981.241698
59.206173,141,2982.230369
65.527745,89,2982.854609
62.262582,82,2983.431828
61.330989,88,2984.050758
62.010914,81,2985.082615
66.55006,88,2985.701596
66.786917,91,2986.340437
64.157729,85,2986.938949
61.97361,78,2987.486677
49.56643,147,2988.518621
63.352831,84,2989.108729
61.935501,80,2989.671959
61.143622,78,2990.219225
63.517805,91,2990.859748
62.215533,79,2991.413992
63.726641,85,2992.011786
64.332443,86,2992.61604
64.468249,99,2993.312789
62.619997,78,2993.860921
64.554605,87,2994.472122
64.695259,87,2995.081831
65.170222,81,2995.6492
63.540505,82,2996.222149
61.757561,82,2996.797265
61.947699,110,2997.571479
65.943987,87,2998.18187
67.149552,108,2998.938389
58.257086,145,2999.958243
45.747541,150,3001.012318
63.007346,122,3001.869271
59.790992,86,3002.47244
61.510983,90,3003.107646
61.198301,74,3003.62542
64.543833,119,3004.463314
64.973267,104,3005.194606
63.681327,80,3005.756536
67.026669,85,3006.352375
63.879437,100,3007.053489
61.959433,86,3007.658417
63.686416,88,3008.278623
63.00714,82,3008.853787
61.678041,87,3009.463797
63.859907,98,3010.152848
62.023786,75,3010.680767
62.9812,96,3011.356901
65.9275,83,3011.939016
65.51077,117,3012.761113
57.116877,149,3013.807954
63.058521,82,3014.384027
62.214877,90,3015.015845
68.864705,109,3015.780807
64.72518,87,3016.391186
61.409184,83,3016.973228
61.589924,87,3017.583166
62.848543,90,3018.213767
63.411706,94,3018.874449
61.796799,83,3019.456188
63.624923,80,3020.017121
65.117913,93,3020.6691
65.299127,101,3021.37723
66.289986,89,3022.001111
64.086452,94,3022.661375
67.202002,102,3023.375232
68.083914,88,3023.994531
61.842355,83,3024.578512
65.258478,109,3025.34635
60.696161,78,3025.894609
58.975946,70,3026.386379
65.976871,85,3026.982333
61.933149,128,3027.879597
64.849721,91,3028.519811
51.299461,150,3029.575787
69.158133,109,3030.338895
61.636493,79,3030.892786
63.16345,84,3031.480522
65.851746,114,3032.280944
67.846757,97,3032.961601
65.453945,87,3033.57278
61.66972,89,3034.196629
60.180298,81,3034.765092
62.647477,79,3035.321667
66.917584,88,3035.941917
65.35295,90,3036.572058
60.746882,78,3037.118768
67.319635,85,3037.715159
65.679027,112,3038.499836
63.29171,82,3039.077335
65.153232,96,3039.752924
65.507616,110,3040.526093
30.780333,150,3041.581083
65.545687,90,3042.213165
63.012184,82,3042.787807
65.42316,88,3043.407532
64.655561,84,3043.997478
63.659745,88,3044.616581
60.687939,77,3045.156215
64.487013,105,3045.894061
63.099749,105,3046.633223
56.319271,135,3047.58225
64.33902,92,3048.229947
63.782449,100,3048.93155
62.90916,113,3049.725505
64.113675,104,3050.456563
63.1859,97,3051.139795
67.437558,98,3051.830463
66.452014,86,3052.432796
66.148351,83,3053.015565
56.832926,146,3054.041477
67.675287,104,3054.771046
62.135036,117,3055.932485
67.240034,97,3056.61659
64.961532,95,3057.284808
68.321351,92,3057.932074
65.279444,91,3058.570831
65.336402,85,3059.167708
61.694369,78,3059.716006
35.448725,150,3060.77109
66.478089,104,3061.502597
59.621591,80,3062.064877
65.565856,86,3062.671097
64.596253,95,3063.339936
66.419997,100,3064.041999
59.713831,102,3064.756793
65.389408,94,3065.41811
62.675166,87,3066.029766
62.505705,90,3066.661141
62.339765,86,3067.262127
63.018977,81,3067.832484
63.451431,86,3068.436582
62.157607,81,3069.005201
61.904084,79,3069.561552
64.134464,80,3070.125557
65.773242,86,3070.729082
65.403104,85,3071.326335
66.913171,86,3071.932602
65.024236,84,3072.524593
62.869245,83,3073.10665
64.179296,83,3073.688763
63.288871,81,3074.257351
63.056256,83,3074.841729
64.213918,115,3075.648507
62.7951,84,3076.236774
63.384379,88,3076.853622
61.300219,104,3077.586484
61.823628,79,3078.143606
66.430419,90,3078.775539
64.831009,84,3079.363999
69.12277,115,3080.171706
67.648746,108,3080.929666
65.322274,117,3081.75396
63.167472,93,3082.408075
65.261936,102,3083.127947
63.385198,94,3083.788865
68.501536,97,3084.471776
63.18406,97,3085.155992
61.496315,76,3085.68938
63.580362,91,3086.328219
62.43834,85,3086.92735
63.253273,105,3087.664919
63.14193,78,3088.213384
62.958315,91,3088.852066
63.687469,99,3089.54831
62.474141,77,3090.08938
64.403426,93,3090.74321
63.991369,90,3091.375128
62.137734,95,3092.04238
60.652466,125,3092.91819
61.828696,89,3093.543273
63.792512,91,3094.183263
64.67004,95,3094.850141
67.732769,85,3095.447563
63.853178,88,3096.066355
61.148993,86,3096.669358
64.544528,104,3097.398306
62.936312,133,3098.331362
65.572033,100,3099.034413
61.870862,78,3099.580781
66.536739,93,3100.233668
60.414643,78,3100.782867
65.538438,84,3101.37473
63.187282,83,3101.95697
63.416835,76,3102.489995
65.787979,119,3103.324905
66.109042,82,3103.902778
63.743186,85,3104.498942
63.149159,94,3105.157942
61.069188,76,3105.693043
66.403381,88,3106.313812
66.693387,93,3106.965935
62.291897,85,3107.561412
61.840949,89,3108.184976
64.990287,81,3108.752772
65.261549,83,3109.335914
64.052556,101,3110.042325
64.185713,83,3110.622914
62.709402,94,3111.284248
62.156861,78,3111.829373
63.928887,83,3112.411021
64.330119,89,3113.03334
65.663736,85,3113.62911
65.136296,83,3114.2119
63.877467,85,3114.805407
67.438302,89,3115.427069
59.765073,73,3115.940433
66.31627,88,3116.556695
38.195106,150,3117.607323
67.369391,88,3118.222628
64.084884,84,3118.811418
64.133335,100,3119.513756
67.12646,100,3120.214681
65.201551,91,3120.854454
60.095256,129,3121.760952
63.893234,82,3122.335679
62.661041,83,3122.91959
66.909653,90,3123.551771
63.640205,84,3124.142607
65.594943,85,3124.736637
67.233676,90,3125.366904
61.588612,83,3126.359964
60.413768,99,3127.0556
64.818844,86,3127.657011
68.713645,85,3128.25408
62.741614,86,3128.855726
64.231857,87,3129.466969
67.766335,102,3130.183482
65.158365,87,3130.794297
64.907928,96,3131.469304
64.337325,98,3132.160272
67.365966,97,3132.841228
63.889938,82,3133.418969
64.650436,76,3133.952627
61.886159,83,3134.536316
67.459061,87,3135.146341
69.042612,101,3135.855664
68.286623,95,3136.524502
63.718327,84,3137.114556
63.337421,83,3137.699695
65.378015,101,3138.407248
60.033565,140,3139.394651
57.814204,75,3139.919125
61.593706,75,3140.447544
65.262048,89,3141.074864
65.218495,90,3141.711694
64.006827,86,3142.318881
66.977444,99,3143.01343
66.84462,88,3143.635422
59.97533,77,3144.178437
65.781409,100,3144.883618
65.939058,88,3145.498736
62.913163,85,3146.096554
63.797984,77,3146.638619
64.35569,89,3147.266679
62.513689,83,3147.850052
62.752173,89,3148.477959
62.157369,86,3149.082782
64.294935,121,3149.936692
62.958414,81,3150.506896
64.473892,97,3151.188977
58.471259,100,3151.892738
65.282473,85,3152.494821
61.956286,90,3153.125849
62.650088,81,3153.698164
65.614293,87,3154.307153
64.110999,91,3154.948394
59.844995,84,3155.540878
60.470466,95,3156.209203
66.203699,87,3156.820013
62.515275,84,3157.413488
65.791378,97,3158.098214
63.96667,80,3158.660773
63.240256,102,3159.380032
