#{"t_start": 1776603862.111948, "env_id": "None"}
r,l,t
65.28756,92,829.395707
60.330398,99,830.091809
51.590316,146,831.116441
61.599313,88,831.736429
60.454565,91,832.370386
42.497787,150,833.425426
63.582756,98,834.109899
59.48223,79,834.665689
57.822252,85,835.261382
59.004463,77,835.801649
60.227399,109,836.566484
59.848933,75,837.09379
54.45825,139,838.071604
59.78794,104,838.805559
63.731779,85,839.403664
60.367783,99,840.099756
61.999839,94,840.759619
61.692992,100,841.467109
58.971375,80,842.032153
60.328437,96,842.707799
61.322057,86,843.312113
62.276027,87,843.924708
58.845957,89,844.550937
60.442282,107,845.303995
62.95592,108,846.063076
64.34804,107,846.818116
63.450352,91,847.458106
62.574162,114,848.260298
56.486503,131,849.183113
63.604424,86,849.789514
59.937747,75,850.316215
62.288784,98,851.007971
61.100832,84,851.597263
60.766751,80,852.161147
59.21896,104,852.892271
58.657473,76,853.424465
60.140016,78,854.343879
60.706586,84,854.932207
61.563927,99,855.627975
60.139813,96,856.30532
62.314591,101,857.015693
61.290074,116,857.833596
58.361526,108,858.595639
57.024941,79,859.148687
61.563285,81,859.719482
59.548479,113,860.514481
60.469357,91,861.153454
61.159561,84,861.743861
59.716733,121,862.593455
61.895128,83,863.177708
63.822608,88,863.796832
63.038384,95,864.463785
56.996472,138,865.433683
62.096889,89,866.062227
61.578614,82,866.641177
61.393561,79,867.196184
58.022612,88,867.816636
62.205482,93,868.472032
62.748638,110,869.242378
62.7981,110,870.016098
63.617433,89,870.64015
61.555585,94,871.302144
63.758437,83,871.883755
62.897328,85,872.479388
61.477837,86,873.083826
63.069506,90,873.718427
62.427049,104,874.450858
62.873876,95,875.118909
63.119402,104,875.853406
59.848236,78,876.401613
62.827811,100,877.10432
59.775508,120,877.947184
59.618521,86,878.554639
63.043032,80,879.121077
64.66835,98,879.809992
57.456154,83,880.393438
61.083462,104,881.122973
61.207883,89,881.749067
62.090215,92,882.39863
60.217814,100,883.101541
59.002056,101,883.811745
58.486469,117,884.637896
60.155702,95,885.303455
60.178322,91,885.942194
60.8536,100,886.641978
56.859965,99,887.336833
64.093399,95,888.002722
62.793463,91,888.641561
60.133364,91,889.283175
61.678957,87,889.897128
61.945015,85,890.494901
61.508321,85,891.093066
61.544138,95,891.76067
60.346211,84,892.354142
61.300245,100,893.059116
61.748827,107,893.812117
57.742863,76,894.345815
62.29734,94,895.009739
62.291883,112,895.797296
63.145769,124,896.669938
62.237987,105,897.408013
63.19058,87,898.018966
62.449667,88,898.635315
61.616291,101,899.346017
60.985179,106,900.092108
57.33267,118,900.920705
60.161865,86,901.526501
60.710305,87,902.138056
62.554585,100,902.840517
62.684108,93,903.498041
62.073057,113,904.290013
59.770448,118,905.121591
65.359517,111,905.899978
53.626021,141,906.891091
58.209004,126,907.77649
61.862002,119,908.612174
62.37026,86,909.217037
61.569238,109,909.985469
61.933986,99,910.681679
63.259274,83,911.264673
61.731293,113,912.058763
61.878011,82,912.636672
61.72553,88,913.25642
61.342337,92,913.904727
63.243565,99,914.599352
62.603237,102,915.320201
61.746161,83,915.905144
59.147298,115,916.714713
59.296605,89,917.340026
60.531361,78,917.891106
65.008746,96,918.566933
63.655622,103,919.289971
58.263348,117,920.111689
63.230363,103,920.839701
64.260042,94,921.502688
60.749679,122,922.36186
59.878647,97,923.043941
62.49104,99,923.740036
59.969248,85,924.337797
59.059803,113,925.547778
61.375288,88,926.168214
56.9825,117,926.990843
59.800809,85,927.589301
61.68927,112,928.374746
57.633596,125,929.255333
64.418147,95,929.925675
63.528823,107,930.678922
62.233407,101,931.384098
60.499068,128,932.284547
65.502076,101,932.995427
63.051992,96,933.672578
63.158214,87,934.284523
63.7763,110,935.054369
62.805852,84,935.645188
59.75086,123,936.509644
60.514389,114,937.307947
62.29437,88,937.927362
62.231211,94,938.58768
60.479424,123,939.44851
61.625442,85,940.042431
56.932151,138,941.00818
59.062663,122,941.864718
56.698945,123,942.727685
62.915149,110,943.501844
60.602184,77,944.042668
60.099008,118,944.869894
51.099534,141,945.859719
61.238132,109,946.624051
63.915562,111,947.401666
58.986402,114,948.199826
62.944439,95,948.865934
53.493396,128,949.76519
65.160727,100,950.466247
62.519226,94,951.127732
60.700551,112,951.913227
65.062909,109,952.677886
63.186394,119,953.511195
60.189532,111,954.287287
59.580688,93,954.93836
61.47418,108,955.695338
63.322239,106,956.438237
64.9316,120,957.281026
63.24582,96,957.952407
62.661312,107,958.701419
62.726304,97,959.382827
64.201578,108,960.14054
65.799783,91,960.781356
64.345054,105,961.523451
61.228983,108,962.280746
62.158987,103,963.009793
63.320981,119,963.845796
62.109991,104,964.577645
63.696318,101,965.288514
40.142579,150,966.344387
65.792006,88,966.964648
54.424246,137,967.928086
50.750339,150,968.986214
63.706547,117,969.809721
63.691049,90,970.441914
65.138187,103,971.165222
60.912175,85,971.763646
56.834536,130,972.680504
63.626515,102,973.39696
53.398692,140,974.382995
61.658789,110,975.16126
24.304263,150,976.220166
64.10365,93,976.87537
63.487668,103,977.60241
29.082969,150,978.656579
64.036085,97,979.336987
61.52739,104,980.067816
55.658829,133,981.007304
52.380368,142,982.005713
58.690951,88,982.628506
58.169598,103,983.355534
62.536368,92,984.006598
60.28067,93,984.66047
63.11204,84,985.253369
63.590986,85,985.851486
63.180471,97,986.53372
46.444994,150,987.590817
60.177362,89,988.216471
60.94605,84,988.80775
59.929734,91,989.446786
62.183103,84,990.038452
63.796333,97,990.720604
61.749836,78,991.269087
65.571175,86,991.876431
62.78273,92,992.525626
56.843237,130,993.442754
59.208902,94,994.103927
61.617834,80,994.666884
61.083334,116,996.007071
57.060772,132,996.938611
59.311926,78,997.487662
54.739136,140,998.473731
61.840797,82,999.054267
38.355231,150,1000.110887
60.921478,80,1000.679939
60.933602,91,1001.319995
65.028806,86,1001.927914
59.859495,80,1002.490835
59.090452,125,1003.370859
56.372565,125,1004.249384
60.528177,87,1004.861315
58.844504,82,1005.439161
62.506818,96,1006.115464
64.23059,95,1006.783008
62.196462,82,1007.357905
59.116543,86,1007.961286
53.128294,144,1008.965327
60.124397,88,1009.581062
63.075924,102,1010.2957
61.454268,113,1011.091604
62.049609,87,1011.705377
62.384077,79,1012.263398
58.103803,88,1012.883438
60.995055,82,1013.462507
57.414686,126,1014.35054
61.159273,80,1014.912709
60.888467,83,1015.496357
58.341226,117,1016.319753
62.088493,102,1017.039
62.569034,81,1017.611332
60.184864,83,1018.196563
58.715173,126,1019.084097
61.856071,84,1019.677983
60.624556,77,1020.219454
60.967454,108,1020.98377
62.268898,114,1021.78613
62.134573,87,1022.400052
59.883226,91,1023.042103
58.777343,110,1023.817967
59.796303,117,1024.6413
62.01667,78,1025.19182
61.215134,77,1025.733047
61.223017,85,1026.330416
49.72801,143,1027.342442
58.833944,121,1028.195457
60.662682,95,1028.866705
60.839965,97,1029.547844
57.825042,76,1030.083985
62.340018,86,1030.688696
59.444791,102,1031.407504
60.968233,80,1031.969098
59.084921,86,1032.573416
64.264101,91,1033.213548
59.384754,82,1033.788518
60.95764,105,1034.522412
62.234353,115,1035.33128
59.232096,83,1035.912431
63.602551,97,1036.593094
61.507834,84,1037.183608
63.465192,102,1037.901978
62.815182,95,1038.568253
61.578941,92,1039.21421
58.831672,77,1039.751762
61.604931,79,1040.307566
61.724768,86,1040.911767
63.125494,86,1041.51562
62.54993,107,1042.262292
61.262964,84,1042.849858
63.482685,90,1043.481455
62.666242,90,1044.112523
61.360426,107,1044.860313
57.511505,74,1045.383991
62.86772,91,1046.022592
64.23954,94,1046.684596
62.105738,99,1047.38067
61.146386,80,1047.945822
61.580157,92,1048.594275
62.007668,90,1049.231028
59.128455,81,1049.802022
62.221691,78,1050.352762
63.271938,93,1051.006161
58.493908,77,1051.548267
60.453634,80,1052.109468
63.587958,100,1052.81496
62.121901,98,1053.503325
59.588945,78,1054.053322
58.050018,111,1054.835354
60.479128,76,1055.369972
64.14516,100,1056.072877
60.632912,112,1056.857093
59.256994,84,1057.444447
61.364845,82,1058.020867
58.208854,114,1058.823077
59.478576,82,1059.399543
61.417399,79,1059.955573
64.809554,97,1060.637494
53.308545,142,1061.631032
62.40763,80,1062.195057
61.813198,95,1062.859257
58.681248,78,1063.405146
64.062766,92,1064.049801
63.046755,79,1064.604302
57.507855,76,1065.137201
64.754716,96,1065.812418
62.707364,89,1066.86682
63.340436,84,1067.457316
62.979614,82,1068.030739
61.728768,86,1068.636936
65.431313,96,1069.312846
62.86726,88,1069.927769
61.811742,116,1070.742945
61.644296,110,1071.514897
63.275411,119,1072.35108
61.029753,80,1072.913667
62.051264,88,1073.533998
61.327902,88,1074.153546
62.395509,92,1074.79988
64.020702,105,1075.540392
62.320104,78,1076.089802
63.468935,93,1076.745614
61.734038,82,1077.32017
62.346604,94,1077.980245
62.06071,84,1078.574197
62.094199,90,1079.20643
61.727818,86,1079.81372
57.856128,123,1080.677304
63.078656,91,1081.317574
62.993881,86,1081.921647
61.473916,83,1082.506702
61.9267,87,1083.117762
62.237948,109,1083.882978
61.489418,98,1084.570958
63.152223,108,1085.330142
64.728434,83,1085.910415
64.963982,104,1086.638353
61.838406,94,1087.296745
61.308392,83,1087.88011
61.843004,86,1088.478458
61.766538,84,1089.057219
61.156087,103,1089.778831
61.225597,79,1090.330569
60.577552,96,1090.999115
62.150539,103,1091.719549
63.214641,88,1092.335392
63.341028,83,1092.918609
61.97487,84,1093.508391
63.408987,84,1094.099333
62.657629,105,1094.836642
64.80681,86,1095.43763
60.618393,84,1096.027018
62.072456,80,1096.589823
56.0593,134,1097.532525
61.121251,124,1098.405773
59.434364,81,1098.97398
62.155812,82,1099.547491
62.474116,83,1100.131083
62.671332,84,1100.722126
53.501587,143,1101.726293
62.641055,83,1102.308319
62.319409,82,1102.884718
64.412923,94,1103.546047
62.477707,95,1104.209025
61.812914,87,1104.823706
60.7529,97,1105.507298
60.139151,88,1106.127728
63.211092,96,1106.806927
60.248831,78,1107.359198
63.26465,96,1108.034925
27.164003,150,1109.091996
62.01944,80,1109.653996
63.989111,93,1110.307278
59.391919,88,1110.929572
60.144835,86,1111.53892
60.59219,88,1112.15342
61.59199,82,1112.734877
62.706878,90,1113.354334
63.686882,100,1114.043211
59.084484,86,1114.637369
59.014292,80,1115.195
62.523296,105,1115.932353
63.106079,89,1116.556267
62.518817,100,1117.256389
61.631605,94,1117.912442
61.757129,88,1118.5266
62.494165,88,1119.140741
59.376362,87,1119.749221
63.203113,92,1120.393641
66.687624,95,1121.060687
65.352967,108,1121.815507
62.840446,84,1122.401545
57.262491,139,1123.37554
63.123547,98,1124.064728
61.952376,83,1124.648829
61.734419,83,1125.229893
63.184237,93,1125.881548
60.473208,98,1126.570448
62.238421,89,1127.194599
60.97775,82,1127.768966
63.81674,111,1128.54592
61.103338,84,1129.136788
63.386269,93,1129.788769
64.067457,86,1130.391888
59.721532,118,1131.220241
59.293192,111,1131.999911
63.038821,84,1132.589768
60.877525,85,1133.183991
63.548668,89,1133.806889
61.23672,84,1134.397022
62.201679,85,1134.992199
59.266841,82,1135.565991
59.480379,116,1136.378429
60.694365,105,1137.661341
62.798258,95,1138.329331
62.776337,90,1138.958525
59.660128,97,1139.635232
59.762766,77,1140.174251
63.111824,92,1140.81962
64.308199,87,1141.426528
63.990443,92,1142.070015
63.221929,86,1142.674592
63.217592,109,1143.437586
62.191467,92,1144.081571
24.029667,150,1145.126518
66.858078,80,1145.68877
66.328297,89,1146.310475
63.947639,92,1146.953472
61.686499,85,1147.550589
60.721258,103,1148.272431
57.524207,125,1149.145776
62.415314,109,1149.907952
59.962092,81,1150.475791
61.273743,85,1151.074696
62.189093,82,1151.648607
61.729359,90,1152.27898
61.158654,79,1152.833103
64.479978,93,1153.487817
61.715115,78,1154.034643
61.251427,87,1154.646756
60.922286,78,1155.194074
60.754938,89,1155.819683
60.413539,77,1156.35905
59.13357,107,1157.10912
58.909472,136,1158.062092
63.219345,86,1158.665878
61.455138,84,1159.253345
64.507385,88,1159.867717
62.172617,82,1160.441882
59.653189,81,1161.009476
63.734356,107,1161.757237
61.849854,112,1162.540262
59.618119,79,1163.091088
62.475881,85,1163.680474
61.844875,84,1164.268502
62.096602,90,1164.898097
59.729497,76,1165.430766
60.241421,86,1166.031345
63.047943,83,1166.612447
65.193434,100,1167.310303
64.263992,109,1168.075341
61.729669,85,1168.671438
62.713449,98,1169.353754
59.729262,93,1170.002459
64.053413,85,1170.597267
62.702581,87,1171.205903
63.919473,86,1171.809376
62.968538,87,1172.400665
58.259255,75,1172.92741
62.08308,88,1173.544448
61.415058,84,1174.129754
60.782768,81,1174.695753
60.390066,84,1175.2862
59.157389,83,1175.867931
60.861385,93,1176.520469
59.274172,107,1177.271243
61.077552,78,1177.8203
60.720826,92,1178.469
61.600588,94,1179.130216
60.460664,86,1179.729558
59.991223,90,1180.36311
60.863283,83,1180.945988
62.856944,93,1181.597155
61.422018,91,1182.23305
64.905886,94,1182.892002
62.727345,87,1183.502335
51.228043,148,1184.540602
59.199624,86,1185.150254
62.94497,91,1185.791948
50.786118,150,1186.848093
62.624203,87,1187.460208
62.672488,101,1188.171456
58.850647,83,1188.756799
60.204236,106,1189.506161
62.710718,87,1190.122038
61.446499,83,1190.705832
61.300955,86,1191.311494
63.99886,92,1191.960491
60.241231,122,1192.823456
62.454174,93,1193.480397
62.902255,115,1194.292697
63.437804,81,1194.865802
62.288728,98,1195.556222
60.718253,127,1196.451529
62.939548,86,1197.057499
62.197937,100,1197.760444
60.848784,83,1198.343507
59.328846,117,1199.166623
58.879716,101,1199.879797
62.284978,85,1200.481634
63.235308,89,1201.109595
63.600721,99,1201.807281
65.209552,93,1202.46358
64.486366,101,1203.176576
65.07894,100,1203.881117
65.062629,99,1204.57975
59.934841,84,1205.170872
61.06546,80,1205.735061
60.316876,80,1206.296184
64.34021,90,1206.930273
64.565845,86,1207.935307
60.216227,113,1208.727645
60.063737,92,1209.37758
63.378362,104,1210.110909
64.057222,94,1210.769744
63.277712,99,1211.466079
62.516929,90,1212.099044
61.730999,111,1212.881552
58.877456,83,1213.466491
64.226974,92,1214.113177
66.358559,102,1214.830139
59.405952,80,1215.398582
61.570315,83,1215.984478
59.776143,86,1216.591295
61.435204,81,1217.16161
63.992662,97,1217.843674
61.027129,104,1218.573322
62.745433,90,1219.20563
63.562886,104,1219.93556
61.858762,116,1220.74739
64.841435,84,1221.339854
64.337174,89,1221.96669
60.035753,86,1222.571783
59.439497,95,1223.237783
61.559444,83,1223.820807
63.451116,88,1224.439829
63.809937,89,1225.065722
62.556345,97,1225.745856
62.773682,96,1226.420602
60.555098,97,1227.104705
61.802708,99,1227.801981
61.866263,87,1228.414499
62.800991,99,1229.110701
63.627158,105,1229.847518
59.852307,89,1230.473075
63.000739,83,1231.058114
63.223297,97,1231.743044
63.13977,109,1232.511089
62.390639,80,1233.075139
63.431451,106,1233.824188
62.014904,96,1234.498146
68.276072,112,1235.286618
53.73783,145,1236.306134
64.352949,86,1236.909888
55.622293,146,1237.934546
62.847095,105,1238.674227
63.019506,90,1239.30427
64.282783,104,1240.037361
63.999768,99,1240.731135
60.610705,84,1241.319419
63.174468,94,1241.977045
59.022646,112,1242.761697
60.206858,88,1243.377183
56.2434,138,1244.349903
63.573285,100,1245.054474
59.041988,134,1245.995002
62.670622,97,1246.67784
60.23314,84,1247.268469
63.821122,98,1247.957026
59.87346,119,1248.795841
61.527523,107,1249.544665
63.469286,84,1250.134284
64.294294,94,1250.797601
65.625556,111,1251.57456
61.05574,77,1252.115871
61.277285,88,1252.736874
62.153349,88,1253.354549
48.609067,142,1254.353915
66.548673,103,1255.078749
61.350717,117,1255.900723
64.834263,102,1256.618186
61.475342,109,1257.386214
65.084121,106,1258.132356
61.162729,131,1259.05433
64.235024,110,1259.827858
65.69595,110,1260.5997
62.647253,79,1261.15605
64.887115,111,1261.93887
61.441886,98,1262.627898
62.094878,99,1263.322602
62.925423,90,1263.955036
63.234856,98,1264.645537
62.570687,114,1265.446167
62.570513,102,1266.161345
64.499353,103,1266.885531
61.231309,81,1267.456428
65.779421,117,1268.278613
58.220354,140,1269.26053
59.228962,86,1269.865233
36.866889,150,1270.922617
65.891402,96,1271.59792
62.393296,105,1272.33627
63.40553,125,1273.212675
48.124468,150,1274.268816
66.048608,88,1274.888819
63.896415,88,1275.508996
64.683865,115,1276.314815
63.844427,95,1276.984534
60.975662,112,1277.771911
63.108737,84,1278.786083
50.417391,150,1279.837837
65.845753,95,1280.508154
64.133021,99,1281.204878
62.489624,82,1281.780648
63.752437,95,1282.450242
55.889364,140,1283.435856
61.726448,104,1284.168041
63.458441,100,1284.871049
61.614091,81,1285.438425
61.400009,118,1286.265876
60.807798,85,1286.861071
61.935537,92,1287.507113
63.682511,110,1288.277882
64.223684,96,1288.953273
60.102995,82,1289.532243
65.330347,99,1290.229083
63.865274,108,1290.989614
60.85248,84,1291.582095
65.148333,116,1292.397265
60.689222,81,1292.967681
58.52567,77,1293.511412
59.399907,77,1294.056791
60.194288,82,1294.635288
54.383121,139,1295.615723
64.252647,105,1296.357491
56.277027,120,1297.201375
62.630085,107,1297.955311
62.903391,88,1298.573601
63.772555,91,1299.212771
59.197964,103,1299.938516
62.188884,84,1300.52978
61.290675,109,1301.29851
63.031071,108,1302.057946
56.558811,131,1302.982709
65.367086,102,1303.701764
60.74024,94,1304.365107
62.013067,99,1305.064675
63.78288,104,1305.798634
61.216017,120,1306.644231
63.668298,90,1307.278997
59.613742,84,1307.869326
62.069364,81,1308.441439
62.553177,105,1309.180717
60.734986,80,1309.745947
61.084448,84,1310.338014
61.981074,92,1310.986986
63.764594,95,1311.655061
63.13771,89,1312.279939
63.12806,102,1313.000972
65.324876,102,1313.721081
64.053274,106,1314.468054
64.830664,96,1315.143397
63.882012,95,1315.813642
62.993158,92,1316.464458
61.424827,116,1317.283331
64.094764,106,1318.03004
61.793406,109,1318.797829
59.462255,80,1319.362713
62.203018,82,1319.943257
63.75352,87,1320.556002
63.16547,95,1321.226612
64.778709,94,1321.889049
62.378206,100,1322.594678
61.22663,89,1323.222323
67.063027,106,1323.968316
60.391284,103,1324.693591
60.772042,115,1325.500685
62.560877,91,1326.141962
62.757824,99,1326.841389
64.426275,111,1327.623115
60.905462,87,1328.235835
63.544189,115,1329.04662
60.146943,133,1329.984635
63.766696,111,1330.765932
62.907281,95,1331.439018
62.365756,98,1332.130776
62.5763,107,1332.885956
64.507896,104,1333.620287
59.356104,102,1334.341123
62.802133,97,1335.024733
61.515938,89,1335.651173
66.501478,104,1336.385861
63.6332,109,1337.152077
58.75046,83,1337.73495
64.894616,95,1338.403484
63.562156,90,1339.036023
61.057859,106,1339.78301
61.651001,83,1340.367076
62.375286,79,1340.924428
61.665097,99,1341.624619
64.893072,105,1342.36423
63.70957,106,1343.111268
61.657814,117,1343.934798
62.042758,92,1344.585394
61.851752,99,1345.284855
65.273074,104,1346.014604
61.733381,119,1346.855849
62.372868,91,1347.495703
66.835646,99,1348.193197
58.750769,124,1349.500124
63.599469,116,1350.317863
61.142382,75,1350.846457
61.867954,96,1351.522962
62.082119,114,1352.326952
61.813528,110,1353.103661
59.140154,127,1353.997965
56.434749,138,1354.971836
60.141458,130,1355.888994
64.515213,87,1356.504204
59.488376,132,1357.436363
59.750926,129,1358.34491
64.207316,105,1359.082566
62.65594,118,1359.914116
66.314182,95,1360.585049
64.478482,109,1361.351792
62.635382,108,1362.114295
62.691481,98,1362.803185
66.373826,94,1363.468282
63.606571,95,1364.135015
62.15311,98,1364.827535
61.853528,121,1365.678964
63.803018,87,1366.291159
64.049728,96,1366.965937
61.369752,86,1367.571453
61.104584,95,1368.239141
61.15046,87,1368.853957
63.351867,90,1369.490697
62.626628,108,1370.252196
59.748927,117,1371.074429
62.251667,95,1371.744238
63.172727,98,1372.432416
60.602452,123,1373.298955
62.757643,102,1374.015646
54.008517,143,1375.022381
63.834892,104,1375.754301
59.976265,78,1376.301505
62.611365,94,1376.959487
59.344101,128,1377.861827
60.777448,127,1378.751339
65.169364,102,1379.468794
62.415094,82,1380.047058
65.210192,101,1380.760064
61.746786,109,1381.52993
62.886721,114,1382.330148
63.617744,118,1383.158106
63.060706,103,1383.884068
65.602011,101,1384.591902
63.145522,110,1385.364109
64.872707,109,1386.131156
64.481825,94,1386.795305
62.842408,102,1387.516349
64.142599,98,1388.206226
45.060706,150,1389.262357
62.148084,129,1390.1695
63.69113,96,1390.844552
64.549128,109,1391.609305
64.143724,108,1392.370278
59.445035,129,1393.278187
63.046124,103,1394.002159
65.191323,105,1394.7411
64.069018,119,1395.575794
62.468565,129,1396.483237
63.022413,94,1397.147232
63.811889,104,1397.879301
64.11971,114,1398.681255
64.500116,100,1399.385319
65.329149,101,1400.098289
64.228736,104,1400.825649
64.06863,107,1401.577044
61.016352,134,1402.516809
56.096209,132,1403.442629
60.581758,122,1404.298546
64.290636,105,1405.038687
64.333896,109,1405.809538
60.284188,118,1406.640022
60.604422,118,1407.470834
60.024945,118,1408.30081
64.554491,94,1408.962788
63.423463,93,1409.619216
62.148887,91,1410.261847
63.881193,93,1410.91505
47.397243,150,1411.97232
66.105571,90,1412.606071
62.156708,107,1413.357106
60.831557,113,1414.15124
48.792111,150,1415.207359
54.453444,150,1416.260508
62.485822,132,1417.184513
65.133021,102,1417.898437
44.197976,150,1418.952425
61.72746,120,1420.345092
58.426965,134,1421.283396
26.718216,150,1422.333678
59.373769,110,1423.108278
61.804907,112,1423.894316
61.777594,123,1424.75567
35.853847,150,1425.809729
66.222943,88,1426.427462
64.214346,113,1427.2205
62.014061,110,1427.994968
62.2467,112,1428.78185
52.975727,133,1429.71846
65.76674,102,1430.437949
56.231757,142,1431.436273
64.894033,122,1432.293782
64.026508,102,1433.016088
62.364355,83,1433.601168
61.182531,120,1434.444235
42.782304,150,1435.498793
63.385501,113,1436.294104
63.790472,96,1436.9711
62.991352,109,1437.737164
62.044911,128,1438.638017
45.983854,150,1439.69336
65.296738,105,1440.430019
56.418935,150,1441.485442
60.5723,113,1442.283426
58.130071,138,1443.252416
62.76782,118,1444.081094
65.116274,97,1444.761486
59.196198,93,1445.413149
63.323499,102,1446.127434
62.72101,92,1446.773997
62.613408,89,1447.398243
65.233485,99,1448.09374
64.927053,105,1448.834604
62.142917,86,1449.438793
59.474033,109,1450.207206
64.395554,110,1450.978812
27.268938,150,1452.032633
26.647422,150,1453.085216
59.193385,124,1453.955228
63.908533,103,1454.680189
64.06038,106,1455.426071
65.539757,101,1456.136933
62.126525,118,1456.967575
57.746938,136,1457.92366
54.949279,145,1458.944925
61.99702,88,1459.562711
62.454987,100,1460.266034
64.996643,102,1460.98402
61.325043,89,1461.612023
64.032203,92,1462.259109
62.063108,103,1462.982032
62.115778,121,1463.83173
62.017368,87,1464.43428
64.090574,94,1465.089817
30.525059,150,1466.143435
60.821139,130,1467.056367
58.580041,114,1467.857076
61.795616,85,1468.455029
62.231707,129,1469.361374
63.421398,85,1469.957482
52.456221,140,1470.942237
55.490391,132,1471.868562
57.680662,127,1472.759475
56.992397,131,1473.678494
57.57138,116,1474.494575
62.283351,87,1475.105367
55.647682,131,1476.023866
66.780624,90,1476.657951
63.294697,104,1477.388746
64.365367,118,1478.218048
24.024946,150,1479.270458
66.52362,97,1479.953872
57.281884,128,1480.853579
64.556208,97,1481.533478
64.114781,98,1482.223638
59.649178,108,1482.978485
63.444723,91,1483.61885
60.930791,108,1484.379002
62.844799,105,1485.114956
62.814723,88,1485.730407
60.141039,92,1486.378156
62.559217,93,1487.032724
63.628924,101,1487.745127
65.560597,112,1488.533341
59.515699,135,1489.483461
61.966755,83,1490.066513
60.019403,82,1491.214555
48.08663,150,1492.265107
55.92085,145,1493.286375
60.542752,112,1494.072985
62.720557,113,1494.867495
61.688901,90,1495.501232
65.161214,101,1496.210301
63.164365,112,1496.997371
62.561159,103,1497.719859
63.03801,110,1498.494587
64.308655,106,1499.242645
64.720696,108,1500.002305
66.754644,104,1500.731683
58.967514,125,1501.608432
59.25062,134,1502.55444
62.554008,120,1503.402439
64.298735,103,1504.12882
64.246872,108,1504.88894
63.447027,98,1505.58063
60.292919,116,1506.398959
53.295225,135,1507.349165
60.360536,79,1507.905504
61.879879,89,1508.531524
60.78933,89,1509.160971
60.390575,99,1509.857149
61.324357,90,1510.489614
63.168025,86,1511.099329
61.947479,132,1512.029716
62.859462,110,1512.805998
63.140949,103,1513.530146
24.616149,150,1514.587685
66.028767,105,1515.325957
56.293408,139,1516.307186
53.949555,141,1517.299095
57.586798,135,1518.246614
54.957014,138,1519.220084
57.589916,126,1520.108507
63.514646,108,1520.872764
67.193699,109,1521.641315
65.600507,98,1522.331379
36.020636,150,1523.386829
64.170006,103,1524.110278
60.312043,123,1524.973667
64.626888,93,1525.628938
58.816639,94,1526.290638
60.934994,127,1527.185747
55.462498,75,1527.714724
63.348558,99,1528.413743
33.53825,150,1529.468596
64.169095,92,1530.115514
60.527469,114,1530.915269
62.379466,83,1531.502651
63.458863,104,1532.236372
62.246046,92,1532.883624
58.214156,109,1533.651939
63.320935,112,1534.440861
63.035857,90,1535.074929
61.162336,84,1535.665719
62.342187,84,1536.256177
64.595052,96,1536.931288
63.336471,95,1537.601057
54.103156,143,1538.603956
62.01856,87,1539.216765
60.590102,121,1540.065797
61.716278,85,1540.660166
65.348582,106,1541.403922
59.263853,108,1542.159884
63.928394,89,1542.785093
65.521848,106,1543.527999
59.548635,123,1544.388906
61.792594,84,1544.979275
63.849031,97,1545.657311
60.489484,86,1546.259287
63.993697,102,1546.973068
57.236264,124,1547.847088
24.840218,150,1548.896465
62.213768,108,1549.652534
54.356392,132,1550.576502
58.952464,124,1551.445608
61.490359,122,1552.302607
61.492382,115,1553.111691
59.110364,107,1553.860887
60.700074,81,1554.430477
65.115254,109,1555.192699
63.41651,97,1555.87269
62.364155,117,1556.691598
61.669289,87,1557.30198
60.940856,122,1558.157677
62.771307,124,1559.026924
63.479031,90,1559.659769
65.794084,110,1560.432852
60.538011,87,1561.041748
60.274666,122,1562.465035
64.039475,86,1563.067085
64.279042,112,1563.852846
64.735638,108,1564.610235
65.558557,109,1565.37473
62.761174,98,1566.060253
64.70961,104,1566.791
62.604959,89,1567.413029
62.357157,99,1568.104886
62.037968,85,1568.700052
63.887669,103,1569.424891
61.413711,96,1570.096273
62.851768,83,1570.678386
63.555252,89,1571.301802
59.180917,112,1572.087433
63.278092,101,1572.792053
61.995993,100,1573.493316
60.782702,109,1574.254596
54.677311,133,1575.188448
61.385686,96,1575.863554
60.314671,82,1576.43816
61.916887,114,1577.234581
63.702628,93,1577.890107
61.100306,87,1578.498631
63.369339,86,1579.099874
62.311883,107,1579.849608
65.215544,107,1580.597493
62.414251,95,1581.261893
61.842879,82,1581.83765
61.011741,124,1582.70851
62.346542,110,1583.480745
64.21034,106,1584.222558
63.937957,100,1584.923526
63.528739,119,1585.759614
56.798155,134,1586.699793
61.098377,115,1587.506931
63.35612,108,1588.263836
64.394224,86,1588.866099
62.602069,97,1589.547742
64.87174,94,1590.206008
62.325241,91,1590.843977
63.168491,118,1591.669271
65.085676,103,1592.392794
63.493389,93,1593.04495
55.2605,134,1593.983301
63.00393,111,1594.758131
65.223908,110,1595.527228
61.923697,96,1596.201115
32.91884,150,1597.251556
63.041534,135,1598.19643
63.836824,117,1599.017124
63.433377,109,1599.782624
59.003978,136,1600.73512
64.994891,96,1601.406883
63.304239,111,1602.185136
63.340204,100,1602.887643
63.045655,110,1603.657346
61.291508,86,1604.261421
63.412308,107,1605.014615
65.480944,93,1605.666437
62.667445,99,1606.36144
62.458474,87,1606.969835
62.430314,88,1607.590256
64.613277,107,1608.337692
62.24785,111,1609.116592
28.226223,150,1610.167939
66.680266,94,1610.830948
26.01172,150,1611.883081
63.421935,114,1612.683156
28.369155,150,1613.735812
